hotel_id,city,fix_weakest,most_criticized,reliability_aware,abstention
d1_europe:a38d1b8bbc5d,Paris,value,room,value,Insufficient evidence to recommend an action.
d1_europe:a3c25e521fbd,Paris,breakfast,breakfast,breakfast,Insufficient evidence to recommend an action.
d1_europe:a3d494b35ff7,Milan,value,room,room,
d1_europe:a3dfc01bc2c5,Barcelona,value,room,value,
d1_europe:a3e697bfecfc,London,value,room,value,
d1_europe:a3fc8cde0f6b,Barcelona,breakfast,breakfast,breakfast,Insufficient evidence to recommend an action.
d1_europe:a412232e0cad,Paris,breakfast,room,breakfast,
d1_europe:a447aba8a201,London,value,room,value,
d1_europe:a48cea01b1c8,Vienna,service,room,noise,
d1_europe:a4c281e167bb,Paris,noise,room,noise,
d1_europe:a4e814d41422,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:a51171f60574,Barcelona,value,room,value,
d1_europe:a516298a83ea,London,value,room,value,
d1_europe:a520d98e1485,Barcelona,noise,room,noise,
d1_europe:a52b02c692a0,Paris,noise,room,noise,
d1_europe:a538b8a07435,Paris,value,room,value,
d1_europe:a57e072de053,Barcelona,breakfast,room,breakfast,
d1_europe:a59829d13981,Paris,breakfast,room,breakfast,
d1_europe:a5ce10a39a7a,Paris,breakfast,room,breakfast,
d1_europe:a64677b1da8d,Barcelona,value,room,value,
d1_europe:a660e3798d54,Milan,room,room,cleanliness,
d1_europe:a69cb3134ba6,Barcelona,value,room,value,
d1_europe:a69f07e7ddc0,Paris,cleanliness,room,noise,
d1_europe:a6cd923aaca2,London,value,room,value,
d1_europe:a70265864db0,London,value,room,value,
d1_europe:a7443b6fa6bc,Amsterdam,value,room,value,
d1_europe:a7f9208fc2cf,London,value,room,value,
d1_europe:a819970bc093,London,cleanliness,room,room,
d1_europe:a82cec6dfde7,Barcelona,noise,room,room,
d1_europe:a85d55eb95e7,Paris,noise,breakfast,noise,
d1_europe:a86353c8a5b4,Paris,cleanliness,room,cleanliness,
d1_europe:a867d1cf6525,London,noise,room,noise,
d1_europe:a893e72f64ca,London,value,room,room,
d1_europe:a8a0b6e62ffc,Barcelona,noise,room,noise,
d1_europe:a8a21e635a92,London,value,value,value,
d1_europe:a8ab2237fd53,Milan,noise,cleanliness,cleanliness,
d1_europe:a8fbe0563993,Vienna,room,room,room,Insufficient evidence to recommend an action.
d1_europe:a91dd6ffd9c6,Barcelona,breakfast,room,breakfast,
d1_europe:a9321b953d2a,Barcelona,value,room,value,
d1_europe:a94f1ce2edde,London,noise,room,noise,
d1_europe:a9dba0c285eb,Paris,value,breakfast,breakfast,
d1_europe:aa32256e8683,London,noise,room,noise,
d1_europe:aa4894ddf0eb,Barcelona,noise,room,noise,
d1_europe:aa5b67ad2167,Paris,value,room,value,
d1_europe:aa6a8489dc1e,Milan,noise,room,noise,
d1_europe:aa74bdf43659,London,breakfast,room,breakfast,
d1_europe:aa882172108e,Milan,value,breakfast,value,
d1_europe:aa98e4b748fd,Paris,breakfast,room,breakfast,
d1_europe:aaf65e725924,Paris,value,room,value,
d1_europe:aaf7c3c1d340,Paris,breakfast,room,breakfast,
d1_europe:ab1215ed1375,Paris,room,room,room,
d1_europe:ab3ae62ff0c7,London,value,room,value,
d1_europe:abe558aded18,London,noise,room,noise,
d1_europe:abfa45aa8137,London,noise,room,room,
d1_europe:ac15e1e7b5f9,Barcelona,value,room,value,
d1_europe:ac2d3bbf93be,London,cleanliness,room,cleanliness,
d1_europe:ac32ae5f7069,London,breakfast,room,breakfast,
d1_europe:ad00b45ebe22,Milan,noise,room,noise,
d1_europe:ad2ead23c7f8,Paris,value,room,cleanliness,
d1_europe:ad311509c871,Vienna,value,room,value,
d1_europe:ad42ef0b7cc5,Barcelona,noise,room,noise,
d1_europe:ad476c57ee41,Vienna,service,room,service,
d1_europe:ad643f4c270e,Barcelona,noise,room,room,
d1_europe:adbd8c9c517d,Paris,room,room,room,
d1_europe:ae07bbca9854,London,value,room,value,
d1_europe:ae08f4777a07,Paris,room,room,cleanliness,
d1_europe:ae15d48d3b94,Barcelona,noise,noise,noise,Insufficient evidence to recommend an action.
d1_europe:ae261d62ccf7,Paris,cleanliness,room,cleanliness,
d1_europe:ae4d72ec2bab,London,value,room,value,
d1_europe:ae95e2663593,Paris,value,room,value,
d1_europe:af1263c844c3,Paris,room,room,room,
d1_europe:af4175caabaa,London,breakfast,room,breakfast,
d1_europe:af459512fb48,Paris,noise,service,noise,
d1_europe:af46f7946ae6,London,value,room,value,
d1_europe:af5fc4a7604a,London,value,breakfast,value,
d1_europe:af92593a06b6,Amsterdam,value,room,value,
d1_europe:afc4e4aaf516,Vienna,noise,room,noise,
d1_europe:afc62ad0cd42,Milan,noise,breakfast,noise,
d1_europe:afdcb1a3fa8e,Barcelona,value,room,value,
d1_europe:afea47de8e91,Milan,noise,room,noise,
d1_europe:b05553d8e1ee,Barcelona,noise,noise,noise,
d1_europe:b0652ebb77e0,Paris,room,room,room,
d1_europe:b075567427a2,Amsterdam,value,room,value,
d1_europe:b0c2071ed31d,London,noise,room,noise,
d1_europe:b1bf88676e14,Vienna,room,room,breakfast,
d1_europe:b1c18459fbf7,Milan,breakfast,room,breakfast,
d1_europe:b21951c2669b,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:b24727f9715a,London,value,room,value,
d1_europe:b289dd95ce81,Vienna,noise,room,noise,
d1_europe:b29f2cf54f5e,Vienna,cleanliness,room,cleanliness,Insufficient evidence to recommend an action.
d1_europe:b2beb8a17d66,Paris,noise,room,value,
d1_europe:b2c3c257a9b9,London,room,room,room,
d1_europe:b2c845bbf8b7,Paris,breakfast,room,breakfast,
d1_europe:b3286b54c5f5,Paris,breakfast,room,room,Insufficient evidence to recommend an action.
d1_europe:b354bd727c54,London,noise,room,noise,
d1_europe:b3a4f045895e,Paris,value,breakfast,value,
d1_europe:b40cfb52ca8f,Paris,room,room,room,
d1_europe:b48924ccb26a,London,noise,room,room,
d1_europe:b4ca1335bf3b,Paris,value,room,value,
d1_europe:b4ff7fc23035,Paris,breakfast,breakfast,breakfast,
d1_europe:b515473bdadc,Amsterdam,breakfast,room,breakfast,
d1_europe:b522dc9fbaf3,Barcelona,value,room,room,
d1_europe:b56f04688d65,Milan,noise,room,noise,
d1_europe:b58c3a47a8da,Barcelona,noise,room,noise,
d1_europe:b5a77c5f763f,Paris,room,service,room,
d1_europe:b5a7ba2c5529,Paris,cleanliness,service,cleanliness,Insufficient evidence to recommend an action.
d1_europe:b5ac89c29067,Barcelona,value,service,value,
d1_europe:b5b435c726b0,Amsterdam,value,room,value,
d1_europe:b5b882319f1c,Milan,room,room,room,
d1_europe:b5c9d8525510,Paris,room,room,room,
d1_europe:b5d50d00bce4,London,breakfast,room,breakfast,
d1_europe:b5efde3a9a9e,London,room,room,room,
d1_europe:b64444047825,Vienna,value,room,value,
d1_europe:b67ed0927d2d,Barcelona,value,room,room,
d1_europe:b6b72c89ea90,Paris,room,room,room,
d1_europe:b719cad28fa9,Barcelona,noise,room,noise,
d1_europe:b73c6fe4bf27,Paris,value,room,value,
d1_europe:b749c978b6ac,Milan,service,room,service,
d1_europe:b81a923c47ff,London,value,room,value,
d1_europe:b81f1e75251a,Barcelona,noise,room,noise,
d1_europe:b83830477054,Barcelona,value,room,value,
d1_europe:b87c5af634d4,London,noise,room,room,
d1_europe:b89331730d84,London,value,room,breakfast,
d1_europe:b90774aae867,Paris,room,room,room,
d1_europe:b9297ecb0362,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:b935a095fbdf,Paris,noise,room,noise,
d1_europe:b94f0b421694,London,value,room,value,
d1_europe:b96655ffae8c,Paris,breakfast,room,room,
d1_europe:b99b84291746,Paris,breakfast,room,breakfast,Insufficient evidence to recommend an action.
d1_europe:b9a2f8dda3f5,Paris,noise,room,room,
d1_europe:b9b10533060b,London,value,room,value,
d1_europe:b9b65456e1bd,Vienna,noise,breakfast,noise,
d1_europe:b9d42941e9a1,Milan,noise,room,room,
d1_europe:ba2230e6ec8c,Vienna,noise,room,noise,
d1_europe:ba3285c16c7a,Paris,room,room,room,
d1_europe:ba38de5e2245,London,value,room,value,
d1_europe:ba61fa09071e,Vienna,value,room,value,
d1_europe:ba9482692dad,London,value,room,noise,
d1_europe:bac96c13a6a2,Amsterdam,value,room,value,
d1_europe:bae35180d69e,Barcelona,value,room,value,
d1_europe:baeee246229f,Barcelona,cleanliness,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:bb255be80441,Paris,value,room,value,
d1_europe:bb41aee71152,London,breakfast,room,breakfast,
d1_europe:bbcca7bfde71,Amsterdam,value,room,noise,
d1_europe:bbd85ad6def0,Barcelona,noise,room,noise,
d1_europe:bbe8e383dfc7,Vienna,room,room,room,
d1_europe:bbf39468fe22,London,value,room,room,
d1_europe:bc3d3e99c9ad,London,value,room,value,
d1_europe:bc965d1ba060,Barcelona,value,room,value,
d1_europe:bca2ae6a3402,London,value,room,value,
d1_europe:bcb35e683a63,Paris,value,room,value,
d1_europe:bce49153d007,Paris,room,room,room,
d1_europe:bd234bb516c2,London,breakfast,breakfast,breakfast,Insufficient evidence to recommend an action.
d1_europe:bd4b9e8d6823,Paris,noise,noise,noise,
d1_europe:bd69d68051d3,Paris,room,room,room,
d1_europe:bd7288d7b466,Barcelona,value,room,value,
d1_europe:be3eeec75b3d,London,value,room,value,
d1_europe:be79e23976ec,Paris,breakfast,breakfast,breakfast,
d1_europe:beb28c0fe032,Paris,breakfast,room,breakfast,
d1_europe:bebd8343d3f7,Paris,value,room,value,
d1_europe:bec11c6936a7,Paris,value,room,value,
d1_europe:beecedaf13f6,London,noise,room,noise,
d1_europe:bef47f3cfc70,London,breakfast,room,breakfast,
d1_europe:bf7b6d46cdab,Barcelona,value,room,room,
d1_europe:bf91ad99093d,London,noise,noise,noise,
d1_europe:bfdd1ac88800,London,room,room,room,Insufficient evidence to recommend an action.
d1_europe:c030763176d0,Vienna,value,room,value,
d1_europe:c0bb788934b2,Paris,breakfast,breakfast,breakfast,Insufficient evidence to recommend an action.
d1_europe:c0c43bb38564,Paris,service,service,service,Insufficient evidence to recommend an action.
d1_europe:c0d3ed99b4b1,Paris,breakfast,breakfast,breakfast,Insufficient evidence to recommend an action.
d1_europe:c1424c529f6f,Paris,noise,room,room,
d1_europe:c1460c7f249a,Amsterdam,noise,room,noise,
d1_europe:c1c21bcfd628,Paris,value,room,cleanliness,
d1_europe:c20626d3a954,Milan,room,room,room,Insufficient evidence to recommend an action.
d1_europe:c20dc52ac88f,London,value,room,value,
d1_europe:c223d6d3dab1,Barcelona,breakfast,room,breakfast,
d1_europe:c22412708a08,London,noise,room,noise,
d1_europe:c23b42b83962,Paris,value,room,value,
d1_europe:c26fb01484ff,London,noise,room,noise,
d1_europe:c27ae9ab63e1,Paris,room,room,room,
d1_europe:c28ca48e902e,Paris,value,room,value,
d1_europe:c308a545e835,Paris,breakfast,service,service,
d1_europe:c31402f5247b,Paris,value,breakfast,value,
d1_europe:c35c2e67e992,Paris,value,room,value,
d1_europe:c395621e1b62,Paris,cleanliness,room,cleanliness,
d1_europe:c3c41a653247,Paris,room,room,room,
d1_europe:c3e44a1d7b3d,Amsterdam,value,room,room,
d1_europe:c3e6cefe15eb,Paris,value,room,value,
d1_europe:c3ebba7ff942,Paris,breakfast,room,breakfast,
d1_europe:c4417bea8fdd,London,value,room,value,
d1_europe:c46646d3364c,London,value,room,value,
d1_europe:c47d2c9a0bd5,Vienna,noise,room,noise,
d1_europe:c4beb026abe5,Amsterdam,value,room,value,
d1_europe:c4ebcc9a75f8,Paris,cleanliness,room,value,
d1_europe:c51b72dc5dd1,Vienna,value,value,value,
d1_europe:c53b8f1a6a27,London,value,room,value,
d1_europe:c54c6dc8e83c,Amsterdam,value,service,value,
d1_europe:c560d70c7c14,Paris,room,room,room,
d1_europe:c60710a9222e,Barcelona,noise,room,room,
d1_europe:c613400b3bac,Barcelona,value,room,value,
d1_europe:c679dae1e5d2,Vienna,noise,room,noise,
d1_europe:c696fbb342cd,Barcelona,value,room,value,
d1_europe:c69e84ee0f8f,Amsterdam,value,room,value,
d1_europe:c6c8bdeaaacb,Milan,room,room,room,
d1_europe:c6d71978c7e3,London,noise,room,room,
d1_europe:c6e9808c325c,Paris,noise,noise,noise,
d1_europe:c70072220e22,London,cleanliness,room,cleanliness,
d1_europe:c7504aab178b,Barcelona,noise,room,noise,
d1_europe:c7a10c20af35,Barcelona,cleanliness,room,cleanliness,
d1_europe:c7afb62e2d02,Milan,breakfast,service,breakfast,
d1_europe:c7c195c6a467,Barcelona,room,room,room,Insufficient evidence to recommend an action.
d1_europe:c7c53900db60,Paris,value,room,value,
d1_europe:c7f6d91f27d6,Paris,room,room,room,
d1_europe:c80d0d580253,London,value,room,value,
d1_europe:c82279245f42,London,value,room,value,
d1_europe:c833a75ca85b,Paris,value,service,value,
d1_europe:c8bea78b4efa,Vienna,value,value,value,
d1_europe:c8c19f5271ad,Vienna,noise,room,noise,
d1_europe:c9430bf39187,Milan,room,room,room,
d1_europe:c98d39dace94,Paris,noise,room,noise,
d1_europe:c9aa6bc73ff0,Amsterdam,value,value,value,
d1_europe:c9bb34d69212,Barcelona,value,room,breakfast,
d1_europe:c9ccb1566816,Paris,value,room,value,
d1_europe:ca44e1b4c8f0,Barcelona,value,room,value,
d1_europe:caab25c0ce8c,Paris,cleanliness,breakfast,breakfast,
d1_europe:cb038cd9a5b6,Milan,noise,room,noise,
d1_europe:cb139dd2cc0e,Paris,breakfast,room,breakfast,
d1_europe:cb53605156f4,Milan,value,room,room,
d1_europe:cb75ad67cc37,Vienna,value,room,value,
d1_europe:cb7bc739cab4,Vienna,value,room,value,
d1_europe:cb891539e9f9,Milan,noise,room,noise,
d1_europe:cb9698ae7a52,Barcelona,breakfast,room,breakfast,
d1_europe:cba8965b48cf,Barcelona,value,room,value,
d1_europe:cbc5b5f23a0c,Paris,cleanliness,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:cc24ce8901b5,Barcelona,room,room,room,
d1_europe:cc8953a58145,Paris,noise,room,breakfast,
d1_europe:cc8e44112d2f,Paris,value,value,value,
d1_europe:ccaf0d02c34e,Vienna,value,room,value,
d1_europe:ccb2054f9522,Barcelona,cleanliness,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:ccbd6cab76b3,Vienna,value,room,value,
d1_europe:cd02f72994ac,Paris,room,room,room,
d1_europe:cd1cdebec77c,Paris,value,service,value,Insufficient evidence to recommend an action.
d1_europe:cd4b069bc968,Amsterdam,noise,room,noise,
d1_europe:cd8652ffd353,Amsterdam,room,room,room,
d1_europe:cd9cd5127454,London,breakfast,room,breakfast,
d1_europe:ce196f5bb270,London,noise,room,noise,
d1_europe:ce4e13234491,London,noise,room,noise,
d1_europe:ce6da3e7e56a,Barcelona,noise,room,value,
d1_europe:ceda7607171d,London,room,room,room,
d1_europe:cf1787e1e42e,London,noise,room,room,
d1_europe:cf37465afb68,Paris,room,room,room,
d1_europe:cf3c773913ea,Vienna,value,room,room,
d1_europe:cf590695c754,Paris,value,room,value,
d1_europe:cf67b45a691b,Paris,breakfast,breakfast,breakfast,
d1_europe:cfd152387e23,Barcelona,value,room,value,
d1_europe:cfd449b016f2,Barcelona,value,room,value,
d1_europe:cfe43c3bbcb4,Paris,room,breakfast,room,
d1_europe:cfe4424e848a,Amsterdam,value,room,value,
d1_europe:cfeaf865a01c,Amsterdam,breakfast,value,value,
d1_europe:cff78fb7b9d8,Milan,cleanliness,room,cleanliness,
d1_europe:d09326a29fa9,Milan,room,room,room,
d1_europe:d0ba980f802d,Paris,value,room,breakfast,
d1_europe:d0e378c8e566,Vienna,room,room,room,
d1_europe:d103d070b5cc,London,cleanliness,room,room,
d1_europe:d1431feafe95,London,value,room,value,
d1_europe:d146efe363ce,Barcelona,value,room,value,
d1_europe:d1a63b1c1b26,Milan,value,value,value,
d1_europe:d1c62a1d3521,Paris,breakfast,room,room,
d1_europe:d1e5ee62ac8c,Barcelona,noise,room,noise,
d1_europe:d2acc90f675e,Paris,value,room,room,
d1_europe:d325f0ca87a3,Vienna,value,room,value,
d1_europe:d3af210bdcdd,Paris,value,room,value,
d1_europe:d3ea9e57baf0,London,noise,room,noise,
d1_europe:d417f53df4ca,Milan,noise,room,noise,
d1_europe:d444a53975c6,Amsterdam,noise,service,noise,
d1_europe:d48d5492eb67,Milan,room,breakfast,room,Insufficient evidence to recommend an action.
d1_europe:d49b3d6ce034,Paris,room,room,room,
d1_europe:d54eae433ecd,Barcelona,value,room,value,
d1_europe:d555c0f03fa3,London,cleanliness,service,cleanliness,
d1_europe:d555f5734a7c,Amsterdam,value,room,value,
d1_europe:d57f5b9cb3a9,Amsterdam,value,room,value,
d1_europe:d5c381b1cf1a,London,value,value,value,
d1_europe:d630d1520e0c,Paris,room,room,cleanliness,Insufficient evidence to recommend an action.
d1_europe:d644539a7b90,Vienna,value,room,value,
d1_europe:d65ec5fdbfe1,London,room,room,room,
d1_europe:d6a9d6e83109,Paris,breakfast,service,breakfast,
d1_europe:d6d3518edd56,London,value,room,value,
d1_europe:d6e5cc3db0e9,London,value,service,value,
d1_europe:d6e9ca534f75,Barcelona,value,room,value,
d1_europe:d6f047a12be3,London,noise,noise,noise,Insufficient evidence to recommend an action.
d1_europe:d71f8eef9240,Paris,value,room,value,
d1_europe:d73aba809b16,Paris,breakfast,room,breakfast,
d1_europe:d7780444652a,Milan,noise,room,noise,
d1_europe:d7d6b8f4a475,Milan,noise,room,noise,
d1_europe:d8386c9839f5,London,value,room,value,
d1_europe:d880749e2da2,Amsterdam,value,room,value,
d1_europe:d8c4702ad034,Paris,breakfast,room,breakfast,
d1_europe:d8e03b392631,Paris,noise,room,noise,
d1_europe:d8e80cbfdb53,Milan,breakfast,room,room,
d1_europe:d8f99f97b211,London,room,room,room,
d1_europe:d91675d710b9,London,cleanliness,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:d92de14a9766,Paris,cleanliness,room,room,
d1_europe:d92e04cba9a3,Barcelona,noise,service,noise,
d1_europe:d937c28a384b,Amsterdam,value,room,value,
d1_europe:d950b26dc096,London,noise,room,room,
d1_europe:d95a8577be0b,Barcelona,noise,room,noise,
d1_europe:d9cd0ce692f2,London,breakfast,room,breakfast,
d1_europe:d9e3406b2b18,Paris,cleanliness,service,room,
d1_europe:d9e9c0a7d542,London,value,room,value,
d1_europe:d9fb4313821b,Milan,value,room,value,
d1_europe:da4a0e5f16ee,Barcelona,breakfast,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:da92406b15f6,Paris,value,service,value,
d1_europe:dab992362745,Vienna,value,room,value,
d1_europe:dae58de62c46,Barcelona,value,room,value,
d1_europe:daf763400862,Paris,cleanliness,room,cleanliness,
d1_europe:db1c74e64a63,London,noise,room,noise,
d1_europe:db4911bdd986,London,value,room,value,
d1_europe:db50462289b4,London,value,room,value,
d1_europe:db85fb25e66b,London,noise,room,noise,
d1_europe:dc1d7fec4731,London,value,room,value,
d1_europe:dc89ac58db0a,Paris,value,room,value,
d1_europe:dc8a200ac28c,Paris,cleanliness,service,service,
d1_europe:dc8bb97ee62a,Paris,value,service,value,Insufficient evidence to recommend an action.
d1_europe:dcb73bc416f5,London,value,room,value,
d1_europe:dcbca10e296c,Paris,value,room,value,
d1_europe:dccd1e2cdcdb,Paris,value,room,value,
d1_europe:dcfa69ace803,Paris,value,room,value,
d1_europe:dd11e1bd1519,London,noise,room,noise,
d1_europe:dd341f4d642e,London,value,room,value,
d1_europe:dd40cc1d1f4d,Barcelona,value,room,value,
d1_europe:ddce2b2e2bfc,Paris,value,room,value,
d1_europe:ddfb039c7364,Barcelona,room,room,room,
d1_europe:ddff2a466b5e,Amsterdam,value,room,value,
d1_europe:de2905733772,Paris,value,service,value,
d1_europe:de50560187f0,Amsterdam,value,room,value,
d1_europe:de59ee3b281c,London,breakfast,service,breakfast,
d1_europe:dedfa7d4421e,Paris,cleanliness,room,room,
d1_europe:df03521410af,Milan,noise,room,noise,
d1_europe:df73dc1ec0d9,London,value,room,room,
d1_europe:df9642915db5,Paris,breakfast,breakfast,breakfast,Insufficient evidence to recommend an action.
d1_europe:dfb8b8dba3ca,Paris,breakfast,room,breakfast,
d1_europe:e01e8f41d166,Paris,breakfast,room,value,
d1_europe:e0265bd27641,Amsterdam,value,room,value,
d1_europe:e03a00a1b0f4,Barcelona,breakfast,breakfast,breakfast,
d1_europe:e0862621a22d,Amsterdam,value,room,value,
d1_europe:e08c2652381b,Barcelona,room,service,room,Insufficient evidence to recommend an action.
d1_europe:e08fdee7c216,London,breakfast,room,room,
d1_europe:e096d9a0405e,London,value,room,room,
d1_europe:e0be64fce7db,London,value,room,value,
d1_europe:e0da349bb62a,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:e0ebf729bd4c,Milan,breakfast,breakfast,noise,
d1_europe:e1074075b998,Milan,value,breakfast,value,
d1_europe:e1145e2572ee,Paris,room,room,room,
d1_europe:e11be82388ab,Milan,value,room,value,
d1_europe:e13266ce83a3,Paris,value,room,value,
d1_europe:e1a2e61e1bb2,London,room,room,room,
d1_europe:e1a4e8ab90fe,Paris,breakfast,room,breakfast,
d1_europe:e1a51e5b67b9,London,value,room,value,
d1_europe:e1e862788ec4,Paris,value,room,value,
d1_europe:e27927848d61,Barcelona,noise,room,noise,
d1_europe:e2dc680925f5,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:e3374cca5ea0,London,room,room,room,
d1_europe:e381ef9e2f58,Amsterdam,breakfast,room,breakfast,
d1_europe:e401a9fe419f,London,breakfast,room,breakfast,
d1_europe:e417a1f1adfa,Amsterdam,room,room,room,
d1_europe:e4679fee075f,Paris,room,room,room,
d1_europe:e47635180de9,Milan,cleanliness,room,room,
d1_europe:e4d1e8404730,London,noise,room,noise,
d1_europe:e51e7340c681,London,service,service,service,
d1_europe:e5354fff1255,London,value,room,value,
d1_europe:e53b4ac719ab,Paris,room,room,room,
d1_europe:e553c07ecfb9,Paris,value,room,room,
d1_europe:e55a71225ee1,Paris,room,room,room,
d1_europe:e588fa3bdf76,Vienna,noise,room,noise,
d1_europe:e607a9960515,Barcelona,value,room,room,
d1_europe:e61137146827,London,value,room,value,
d1_europe:e6587d473e6a,London,value,room,value,
d1_europe:e68978757ef9,Paris,value,room,value,
d1_europe:e6b365c24728,London,noise,room,noise,
d1_europe:e6f927f7a55c,London,noise,room,noise,
d1_europe:e731153d42aa,Milan,value,room,value,
d1_europe:e743dc4f94b9,Paris,value,room,value,
d1_europe:e794d5f63f13,Vienna,noise,noise,noise,
d1_europe:e7bb51c7c62b,Milan,value,room,value,
d1_europe:e7d26c42919e,Barcelona,service,room,service,
d1_europe:e7d79824ff86,Paris,noise,room,noise,
d1_europe:e7e84dff1eb2,Barcelona,value,room,value,
d1_europe:e840306ad69a,London,breakfast,room,breakfast,
d1_europe:e8466803c130,London,room,room,room,
d1_europe:e89a7934c652,Amsterdam,value,room,value,
d1_europe:e8b82d3d036e,Paris,cleanliness,cleanliness,cleanliness,
d1_europe:e8eea7b7bde1,Milan,noise,room,noise,
d1_europe:e9103eb8593b,Paris,service,service,service,Insufficient evidence to recommend an action.
d1_europe:e9109fdbe424,London,noise,room,noise,
d1_europe:e92ac218fdf6,Paris,breakfast,room,room,
d1_europe:e957e4ce9365,Paris,value,room,value,
d1_europe:e99702a9a074,Vienna,room,room,room,
d1_europe:e9ee294ff592,London,value,room,value,
d1_europe:ea0252721929,Vienna,noise,room,noise,
d1_europe:ea528a31020a,London,breakfast,room,breakfast,
d1_europe:ea9ea5c90347,Paris,room,room,room,
d1_europe:ea9f9db29d79,Barcelona,noise,room,noise,
d1_europe:eb1d29d6a778,Paris,value,service,value,
d1_europe:eb4d0d18bc56,Amsterdam,value,room,value,
d1_europe:eb4e953df9ce,Vienna,value,value,value,
d1_europe:eb525315ef4b,Paris,value,breakfast,breakfast,
d1_europe:ebaee2181901,London,value,room,value,
d1_europe:ebb06ac568f6,Paris,room,room,room,
d1_europe:ebcf805ff5f6,London,cleanliness,breakfast,cleanliness,
d1_europe:ebe541c183b4,Amsterdam,value,room,value,
d1_europe:ec1b0aa6168e,Milan,room,room,room,
d1_europe:ec330949450d,Amsterdam,value,room,value,
d1_europe:ec5f50113df8,Vienna,value,room,value,
d1_europe:ec9c6a79580b,Paris,room,room,room,
d1_europe:ed2298b584ba,London,breakfast,room,breakfast,
d1_europe:ed300a4eb594,Barcelona,noise,room,noise,
d1_europe:ed59fc92498c,Vienna,breakfast,breakfast,breakfast,
d1_europe:ed5e1ae6b955,Paris,value,room,value,
d1_europe:edd4838d7788,Milan,value,room,value,
d1_europe:ee01c71902dd,London,value,room,value,
d1_europe:ee886e09daae,London,breakfast,service,breakfast,
d1_europe:eed4d8ba917a,Paris,room,room,room,
d1_europe:eedd52ee1e17,London,breakfast,room,room,
d1_europe:ef0bf6749591,Vienna,value,room,value,
d1_europe:ef610c92db60,Milan,noise,room,noise,
d1_europe:ef9659d2823d,Paris,value,room,room,
d1_europe:efb254a46f17,Milan,value,service,value,
d1_europe:f0179d9287ca,London,value,room,value,
d1_europe:f02a389723bf,Paris,breakfast,room,breakfast,
d1_europe:f0a151f55560,London,value,breakfast,value,
d1_europe:f0b55e6ae180,London,value,room,value,
d1_europe:f0bf65bf92b0,Barcelona,room,room,room,
d1_europe:f0d8502a7bc8,Vienna,noise,room,value,
d1_europe:f0e51d8045d0,Paris,room,room,room,
d1_europe:f14c6faef230,Barcelona,value,room,value,
d1_europe:f16347876ea4,Milan,room,room,room,
d1_europe:f1b1bc40d25c,Barcelona,cleanliness,room,room,
d1_europe:f1b6d234f232,Milan,room,room,room,
d1_europe:f1cc4413ebf2,London,value,room,value,
d1_europe:f1f104f375ee,London,value,room,value,
d1_europe:f22337f6948b,Barcelona,value,room,value,
d1_europe:f2775c4c9a84,Paris,room,room,room,
d1_europe:f2ebc806ede1,Milan,noise,room,noise,
d1_europe:f31bd12ab79f,Paris,room,room,room,
d1_europe:f3241063a0b6,Paris,noise,room,noise,
d1_europe:f35768eaa92e,Paris,room,room,room,
d1_europe:f368a6644a2c,Paris,room,room,noise,
d1_europe:f39416febaf2,Amsterdam,value,room,value,
d1_europe:f39684512b07,Paris,value,room,value,
d1_europe:f3ae035d8869,Vienna,value,room,value,
d1_europe:f3da10a4d3bd,Vienna,value,room,value,
d1_europe:f3e229e3b461,Vienna,cleanliness,cleanliness,cleanliness,Insufficient evidence to recommend an action.
d1_europe:f3e9fb2feeb2,Milan,noise,service,noise,
d1_europe:f46b738dc06a,Paris,noise,room,noise,
d1_europe:f475361a8052,Barcelona,value,service,value,
d1_europe:f4d45ff35e6b,Vienna,value,breakfast,value,
d1_europe:f4d468ead2d6,Paris,breakfast,room,room,
d1_europe:f4e3f29196ab,London,value,room,value,
d1_europe:f4ecb6804d1d,London,cleanliness,room,cleanliness,
d1_europe:f515ba043c7d,Vienna,noise,room,noise,
d1_europe:f55c4070ba35,Paris,room,room,room,Insufficient evidence to recommend an action.
d1_europe:f581d0fe454e,Barcelona,value,room,value,
d1_europe:f5abd1dffc09,Milan,breakfast,breakfast,breakfast,
d1_europe:f5af11ef65a6,Amsterdam,value,room,value,
d1_europe:f5c0fbfc4188,London,value,room,room,
d1_europe:f5f7111049aa,London,breakfast,room,breakfast,
d1_europe:f63a8d6efc2f,Paris,noise,room,noise,
d1_europe:f658969bc4f7,Paris,room,room,room,
d1_europe:f67a5ef52202,Vienna,noise,room,noise,
d1_europe:f6c00afc1498,Paris,breakfast,room,breakfast,
d1_europe:f7003dbd8453,Paris,value,room,value,Insufficient evidence to recommend an action.
d1_europe:f718fd0ed82f,London,value,service,value,
d1_europe:f746113ef99d,Vienna,room,room,room,
